Index,joint_angle_0,joint_angle_1,joint_angle_2,joint_angle_3,joint_angle_4,joint_angle_5,joint_angle_6,joint_velocity_0,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,joint_accel_0,joint_accel_1,joint_accel_2,joint_accel_3,joint_accel_4,joint_accel_5,joint_accel_6,constraint_tau_0,constraint_tau_1,constraint_tau_2,constraint_tau_3,constraint_tau_4,constraint_tau_5,constraint_tau_6,current_pos_x,current_pos_y,current_pos_z,target_pos_x,target_pos_y,target_pos_z,current_vel_x,current_vel_y,current_vel_z,target_vel_x,target_vel_y,target_vel_z,control_signal_linear_x,control_signal_linear_y,control_signal_linear_z,control_signal_angular_x,control_signal_angular_y,control_signal_angular_z,joint_torque_0,joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6,actuar_current_0,actuar_current_1,actuar_current_2,actuar_current_3,actuar_current_4,actuar_current_5,actuar_current_6,actuar_voltage_0,actuar_voltage_1,actuar_voltage_2,actuar_voltage_3,actuar_voltage_4,actuar_voltage_5,actuar_voltage_6
0,6.2729,1.38419,3.15338,4.12216,6.27424,1.96871,1.55575,0.00319133,0.0251191,4.50077e-05,0.097915,-3.70369e-05,0.010984,1.05821e-05,0.383042,-6.02312,-0.602533,1.81237,-0.0158163,-22.2191,0.882306,0.00267226,-20,-0.436974,0.655665,-0.0439394,0.707369,0.0184085,-8.04349e-05,0.00532874,-0.000220469,0.495948,0.00122872,0.0730451,0.0230571,-0.00110702,-0.0104995,1.98201,-0.00245974,0.005,1.78381,-0.00221377,0.0045,-0.217174,14.3876,-0.595265,1.5225,-0.0467728,-0.338217,5.49374,0.294949,5.80823,0.231983,0.451459,0.225586,0.19403,-0.0161133,-0.0845947,-0.660657,-0.137022,23.4932,23.3513,23.1952,23.3229,23.2378,23.2804,23.1669,
1,6.27291,1.38421,3.15338,4.12226,6.27424,1.96873,1.55575,0.00308495,0.0232284,4.50073e-05,0.0983155,-3.70369e-05,0.0142251,1.0582e-05,0.33125,-2.73223,-0.311091,4.17165,0.459082,-9.4079,0.562703,-0.0110971,-18.9279,-0.372386,1.06056,-0.0398803,1.97257,-0.00244626,0,0,0,0.495948,0.00122872,0.0730451,0.0235749,-0.00105486,-0.00941304,2,0,0.005,1.77925,0.000996315,0.0139495,-0.0139204,2.51313,0.0580229,1.50069,-0.0196328,-0.327593,5.54042,0.301816,5.82389,0.209573,0.443188,0.290486,0.185478,0.0161133,-0.0845947,-0.644531,-0.128906,23.479,23.3371,23.1952,23.3371,23.2236,23.2804,23.1669,
2,6.27291,1.38423,3.15338,4.12235,6.27424,1.96876,1.55575,0.00308433,0.022007,3.96823e-05,0.0983155,-2.64552e-05,0.0200159,1.0582e-05,0.332594,-2.8443,-0.312423,4.08735,0.467103,-9.85033,0.569773,-0.0107431,-18.9964,-0.373995,1.04656,-0.0398673,1.92817,-0.0022153,-5.47189e-07,9.21348e-05,1.26738e-06,0.495948,0.00122872,0.0730451,0.0238364,-0.00104029,-0.00831432,1.99954,1.73508e-05,0.005,1.77836,0.000964986,0.0129717,-0.0160592,2.92785,0.0566478,1.4921,-0.0175799,-0.35011,5.60925,0.288034,5.8326,0.208712,0.467355,0.298096,0.177429,0.0241699,-0.0846906,-0.644544,-0.132935,23.479,23.3371,23.1811,23.3229,23.2378,23.3087,23.1385,
3,6.27291,1.38426,3.15338,4.12245,6.27424,1.96878,1.55575,0.00303882,0.0210596,3.97123e-05,0.100476,-2.64751e-05,0.0259294,1.059e-05,0.334135,-2.97599,-0.313921,3.98967,0.476889,-10.3681,0.580445,-0.0103354,-19.0769,-0.37588,1.03029,-0.0398452,1.87644,-0.00171652,-2.08159e-06,0.000193437,1.91875e-06,0.495948,0.00122872,0.0730451,0.0246657,-0.00100626,-0.00734899,1.99905,3.3497e-05,0.005,1.77769,0.000966409,0.0119829,-0.0208293,3.41171,0.0554477,1.45201,0.0222285,-0.332798,5.68946,0.282554,5.82106,0.214058,0.475342,0.33042,0.193359,0.041081,-0.0765381,-0.668701,-0.153076,23.4932,23.3371,23.1811,23.3087,23.2236,23.2946,23.1527,
4,6.27292,1.38428,3.15338,4.12256,6.27424,1.96881,1.55575,0.00297857,0.0200075,3.97123e-05,0.100809,-2.64552e-05,0.0251191,0,0.335811,-3.12185,-0.315059,3.87943,0.488949,-10.9417,0.589184,-0.00988968,-19.166,-0.377931,1.01189,-0.0398163,1.8189,-0.00147217,-2.6157e-06,0.000292495,3.57957e-06,0.495948,0.00122872,0.0730451,0.0249838,-0.000980813,-0.00702197,1.99859,5.48581e-05,0.005,1.77653,0.000955009,0.0111141,-0.0230533,3.94978,0.0551407,1.46598,0.0935127,-0.302106,5.72122,0.297628,5.81714,0.233456,0.483398,0.314209,0.193527,0.0241699,-0.076644,-0.704968,-0.149048,23.479,23.3371,23.1811,23.3229,23.2236,23.2946,23.1385,
5,6.27292,1.38428,3.15338,4.12256,6.27424,1.96881,1.55575,0.00297857,0.0200075,3.97123e-05,0.100809,-2.64552e-05,0.0251191,0,0.336775,-3.20944,-0.315089,3.8134,0.497774,-11.2827,0.598104,-0.00963346,-19.2188,-0.379101,1.00032,-0.039794,1.78486,-0.000954322,-4.20668e-06,0.000404468,4.63442e-06,0.495948,0.00122872,0.0730451,0.0249838,-0.000980813,-0.00702197,1.99805,7.1436e-05,0.005,1.77576,0.000947024,0.0108198,-0.0280674,4.26935,0.0564343,1.46598,0.0935127,-0.302106,5.72122,0.297628,5.81714,0.233456,0.483398,0.314209,0.193527,0.0241699,-0.076644,-0.704968,-0.149048,23.479,23.3371,23.1811,23.3229,23.2236,23.2946,23.1385,
6,6.27292,1.3843,3.15338,4.12267,6.27424,1.96883,1.55575,0.00287219,0.0194273,3.97127e-05,0.101565,-2.64549e-05,0.024849,0,0.336768,-3.20869,-0.315103,3.81329,0.497807,-11.2819,0.598099,-0.00963485,-19.2195,-0.379122,1.00128,-0.0397889,1.78471,-0.000954732,-4.20668e-06,0.000404468,4.63442e-06,0.495948,0.00122872,0.0730451,0.0253249,-0.000936352,-0.00683173,1.99805,7.1436e-05,0.005,1.77576,0.000947024,0.0108198,-0.0280674,4.26935,0.0564343,1.43247,0.137282,-0.273978,5.81232,0.281117,5.80173,0.231575,0.491521,0.338379,0.177429,0.0180152,-0.0725098,-0.664673,-0.149102,23.479,23.3513,23.1952,23.3087,23.2236,23.2946,23.1669,
7,6.27292,1.3843,3.15338,4.12267,6.27424,1.96883,1.55575,0.00287219,0.0194273,3.97127e-05,0.101565,-2.64549e-05,0.024849,0,0.337899,-3.30744,-0.316013,3.73893,0.505214,-11.6649,0.604706,-0.00933422,-19.2791,-0.380503,0.988255,-0.039781,1.74653,-0.000705152,-4.9411e-06,0.000525496,5.58758e-06,0.495948,0.00122872,0.0730451,0.0253249,-0.000936352,-0.00683173,1.99746,8.76265e-05,0.005,1.77492,0.000921581,0.0106486,-0.0304059,4.62811,0.0556768,1.43247,0.137282,-0.273978,5.81232,0.281117,5.80173,0.231575,0.491521,0.338379,0.177429,0.0180152,-0.0725098,-0.664673,-0.149102,23.479,23.3513,23.1952,23.3087,23.2236,23.2946,23.1669,
8,6.27292,1.38432,3.15338,4.12278,6.27424,1.96886,1.55575,0.00297857,0.0186367,3.70372e-05,0.105338,-2.64552e-05,0.0250768,0,0.337913,-3.3069,-0.316084,3.73881,0.505258,-11.6643,0.604736,-0.00933298,-19.2799,-0.380528,0.98907,-0.0397776,1.74644,-0.000705227,-4.9411e-06,0.000525496,5.58758e-06,0.495948,0.00122872,0.0730451,0.026585,-0.000967704,-0.00655803,1.99746,8.76265e-05,0.005,1.77492,0.000921581,0.0106486,-0.0304059,4.62811,0.0556768,1.40974,0.18267,-0.260917,5.87631,0.262843,5.78013,0.229421,0.467355,0.185303,0.177246,0.0332184,-0.072956,-0.632459,-0.140991,23.4932,23.3371,23.1952,23.3229,23.2236,23.2804,23.1527,
9,6.27293,1.38433,3.15338,4.12289,6.27424,1.96888,1.55575,0.00282981,0.0155476,3.70648e-05,0.106075,-2.64749e-05,0.0269824,0,0.339178,-3.42847,-0.31461,3.64423,0.522338,-12.1379,0.614187,-0.00899882,-19.3545,-0.382075,0.973245,-0.0397039,1.69878,-0.00031773,-5.84986e-06,0.000637733,7.12761e-06,0.495948,0.00122872,0.0730451,0.027453,-0.000897584,-0.00514295,1.99694,0.000106938,0.005,1.77332,0.000967178,0.0104022,-0.0340863,5.07487,0.0615995,1.34616,0.246438,-0.256447,5.93525,0.265019,5.80444,0.219435,0.483398,-0.0490066,0.161334,-0.00805664,-0.076644,-0.600233,-0.141049,23.4932,23.3513,23.1952,23.3229,23.2378,23.2946,23.1527,
