Index,X,Y,Z,Target_X,Target_Y,Target_Z
206,0.24551,-0.000232954,0.000214639,0.127173,-0.000283446,0.00046038
207,0.237636,-0.000228054,0.000205058,0.127173,-0.000283446,0.00046038
208,0.229761,-0.000223429,0.000196135,0.127173,-0.000283446,0.00046038
209,0.221886,-0.000219065,0.000187866,0.127173,-0.000283446,0.00046038
210,0.214011,-0.00021495,0.000180248,0.127173,-0.000283446,0.00046038
211,0.206135,-0.000211072,0.000173276,0.127173,-0.000283446,0.00046038
212,0.201798,-0.000212182,0.000178532,0.127173,-0.000283446,0.00046038
213,0.197461,-0.000213347,0.000183971,0.127173,-0.000283446,0.00046038
214,0.193124,-0.000214566,0.000189593,0.127173,-0.000283446,0.00046038
215,0.188787,-0.000215835,0.000195398,0.127173,-0.000283446,0.00046038
216,0.184449,-0.000217154,0.000201385,0.127173,-0.000283446,0.00046038
217,0.180112,-0.000218519,0.000207554,0.127173,-0.000283446,0.00046038
218,0.175775,-0.000219929,0.000213905,0.127173,-0.000283446,0.00046038
219,0.171437,-0.000221381,0.000220437,0.127173,-0.000283446,0.00046038
220,0.167099,-0.000222874,0.000227151,0.127173,-0.000283446,0.00046038
221,0.162761,-0.000224406,0.000234045,0.127173,-0.000283446,0.00046038
222,0.160767,-0.000226897,0.00024244,0.127173,-0.000283446,0.00046038
223,0.158772,-0.000229381,0.000250864,0.127173,-0.000283446,0.00046038
224,0.156778,-0.000231859,0.000259316,0.127173,-0.000283446,0.00046038
225,0.154783,-0.000234332,0.000267798,0.127173,-0.000283446,0.00046038
226,0.152788,-0.000236798,0.00027631,0.127173,-0.000283446,0.00046038
227,0.150794,-0.000239259,0.000284851,0.127173,-0.000283446,0.00046038
228,0.148799,-0.000241713,0.000293422,0.127173,-0.000283446,0.00046038
229,0.146804,-0.000244161,0.000302023,0.127173,-0.000283446,0.00046038
230,0.144809,-0.000246603,0.000310653,0.127173,-0.000283446,0.00046038
231,0.142815,-0.000249038,0.000319315,0.127173,-0.000283446,0.00046038
232,0.141933,-0.00025087,0.000325365,0.127173,-0.000283446,0.00046038
233,0.141052,-0.000252693,0.000331415,0.127173,-0.000283446,0.00046038
234,0.140171,-0.000254505,0.000337467,0.127173,-0.000283446,0.00046038
235,0.13929,-0.000256308,0.000343519,0.127173,-0.000283446,0.00046038
236,0.138408,-0.000258102,0.000349572,0.127173,-0.000283446,0.00046038
237,0.137527,-0.000259886,0.000355626,0.127173,-0.000283446,0.00046038
238,0.136646,-0.000261661,0.000361682,0.127173,-0.000283446,0.00046038
239,0.135764,-0.000263427,0.000367738,0.127173,-0.000283446,0.00046038
240,0.134883,-0.000265184,0.000373795,0.127173,-0.000283446,0.00046038
241,0.134002,-0.000266931,0.000379854,0.127173,-0.000283446,0.00046038
242,0.133616,-0.000268003,0.000383397,0.127173,-0.000283446,0.00046038
243,0.133231,-0.000269069,0.000386938,0.127173,-0.000283446,0.00046038
244,0.132846,-0.000270127,0.000390476,0.127173,-0.000283446,0.00046038
245,0.13246,-0.000271179,0.000394012,0.127173,-0.000283446,0.00046038
246,0.132075,-0.000272224,0.000397545,0.127173,-0.000283446,0.00046038
247,0.131689,-0.000273263,0.000401075,0.127173,-0.000283446,0.00046038
248,0.131304,-0.000274295,0.000404603,0.127173,-0.000283446,0.00046038
249,0.130919,-0.00027532,0.000408129,0.127173,-0.000283446,0.00046038
250,0.130533,-0.000276339,0.000411652,0.127173,-0.000283446,0.00046038
251,0.130148,-0.000277351,0.000415173,0.127173,-0.000283446,0.00046038
252,0.12998,-0.000277918,0.00041707,0.127173,-0.000283446,0.00046038
253,0.129812,-0.00027848,0.000418965,0.127173,-0.000283446,0.00046038
254,0.129644,-0.000279037,0.000420859,0.127173,-0.000283446,0.00046038
