Index,joint_angle_0,joint_angle_1,joint_angle_2,joint_angle_3,joint_angle_4,joint_angle_5,joint_angle_6,joint_velocity_0,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,joint_accel_0,joint_accel_1,joint_accel_2,joint_accel_3,joint_accel_4,joint_accel_5,joint_accel_6,constraint_tau_0,constraint_tau_1,constraint_tau_2,constraint_tau_3,constraint_tau_4,constraint_tau_5,constraint_tau_6,current_pos_x,current_pos_y,current_pos_z,target_pos_x,target_pos_y,target_pos_z,current_vel_x,current_vel_y,current_vel_z,target_vel_x,target_vel_y,target_vel_z,control_signal_linear_x,control_signal_linear_y,control_signal_linear_z,control_signal_angular_x,control_signal_angular_y,control_signal_angular_z,joint_torque_0,joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6,actuar_current_0,actuar_current_1,actuar_current_2,actuar_current_3,actuar_current_4,actuar_current_5,actuar_current_6,actuar_voltage_0,actuar_voltage_1,actuar_voltage_2,actuar_voltage_3,actuar_voltage_4,actuar_voltage_5,actuar_voltage_6
0,6.27285,1.37973,3.15334,4.11407,6.27426,1.97448,1.55577,0.00171113,0.0264696,0.000164022,0.0888621,6.88867e-05,0.0259294,1.85605e-05,0.357489,-4.56189,-0.37901,2.92387,0.453853,-16.4567,0.787696,-0.0045814,-19.9585,-0.399909,0.812986,-0.0407998,1.28034,0.0128483,-6.0636e-05,0.00332585,-2.97454e-05,0.49455,0.00126599,0.0755672,0.0201569,-0.000540842,-0.00934954,1.98962,-0.000911547,0.005,1.79066,-0.000820392,0.0045,-0.163717,8.97979,-0.0803126,1.6807,0.607091,0.0671076,5.12899,0.211103,5.71723,0.127769,0.257938,0.265991,0.136963,-0.088623,0.116821,-0.455271,-0.121452,23.5074,23.3655,23.1811,23.2946,23.2378,23.3371,23.1527,
1,6.27285,1.37975,3.15334,4.11416,6.27426,1.97451,1.55577,0.00164885,0.0256593,0.000163897,0.0907527,6.88347e-05,0.0289004,1.85464e-05,0.335886,-2.80149,-0.334174,4.1583,0.408583,-9.60057,0.562013,-0.0103133,-18.9032,-0.373448,1.02587,-0.0402484,1.95502,-0.00298032,0,0,0,0.49455,0.00126599,0.0755672,0.0208732,-0.000505759,-0.00874913,2,0,0.005,1.78186,0.000486758,0.0129146,-0.00877953,2.64937,0.0079115,1.66947,0.613591,0.0653729,5.15252,0.207901,5.71661,0.141807,0.257938,0.290151,0.128906,-0.0809682,0.117099,-0.45119,-0.120917,23.479,23.3797,23.1811,23.3087,23.2378,23.3087,23.1811,
2,6.27285,1.37978,3.15334,4.11426,6.27426,1.97455,1.55577,0.00159566,0.0245789,0.00016402,0.0924465,6.8886e-05,0.0313461,1.85605e-05,0.337308,-2.91624,-0.337025,4.07193,0.412649,-10.0493,0.568873,-0.00993527,-18.973,-0.375194,1.01122,-0.0402589,1.9101,-0.00277068,-4.61824e-07,9.26672e-05,-3.95772e-07,0.49455,0.00126599,0.0755672,0.0215889,-0.000475007,-0.00809385,1.99959,4.77636e-06,0.005,1.78084,0.000459482,0.0123742,-0.0107313,3.06971,0.00297934,1.66735,0.637711,0.0714619,5.21916,0.202704,5.70162,0.152165,0.265869,0.306258,0.137907,-0.104736,0.11308,-0.459246,-0.141049,23.4932,23.3655,23.1952,23.2946,23.252,23.3229,23.1527,
3,6.27285,1.3798,3.15334,4.11435,6.27426,1.97458,1.55577,0.0015838,0.0245753,0.00016402,0.0904827,7.94847e-05,0.0329519,1.06059e-05,0.338773,-3.03797,-0.339274,3.98029,0.41908,-10.5256,0.576359,-0.00954454,-19.0468,-0.376985,0.995573,-0.0402577,1.86236,-0.00253562,-1.00539e-06,0.00019998,-4.32405e-07,0.49455,0.00126599,0.0755672,0.0210218,-0.000470955,-0.00788481,1.99912,1.31832e-05,0.005,1.77978,0.000439372,0.0117845,-0.0129321,3.51604,-0.000406222,1.62744,0.677153,0.0795035,5.27938,0.171805,5.67299,0.159411,0.274044,0.314312,0.136963,-0.128906,0.124878,-0.443134,-0.132996,23.4932,23.3655,23.1811,23.3087,23.2236,23.3087,23.1527,
4,6.27285,1.37983,3.15334,4.11444,6.27426,1.97461,1.55577,0.00153086,0.0248238,0.000169313,0.091563,7.94847e-05,0.0329519,1.0606e-05,0.339591,-3.10625,-0.341077,3.93134,0.421225,-10.7917,0.584047,-0.0093253,-19.0887,-0.378041,0.987784,-0.0402639,1.83598,-0.00204941,-2.8087e-06,0.000295296,-1.32567e-06,0.49455,0.00126599,0.0755672,0.0212813,-0.000449827,-0.0080017,1.99872,2.00176e-05,0.005,1.77992,0.000441875,0.0115963,-0.0176815,3.76275,-0.00351096,1.64016,0.705825,0.0717781,5.34879,0.165584,5.607,0.171744,0.282097,0.290151,0.1372,-0.0805664,0.125138,-0.435077,-0.132996,23.4932,23.3655,23.1952,23.3229,23.2236,23.3229,23.1527,
5,6.27286,1.37985,3.15334,4.11453,6.27426,1.97464,1.55577,0.00159566,0.0251191,0.000169182,0.0956145,7.94246e-05,0.0329185,0,0.340527,-3.18675,-0.342256,3.87108,0.426289,-11.1021,0.587454,-0.00907575,-19.138,-0.379217,0.977795,-0.0402591,1.80505,-0.00205049,-2.76296e-06,0.000393561,-1.1552e-06,0.49455,0.00126599,0.0755672,0.0223897,-0.000467491,-0.00819535,1.9983,3.17886e-05,0.005,1.77931,0.000433454,0.0117015,-0.0175834,4.05302,-0.0049844,1.61633,0.772817,0.0834168,5.37338,0.172462,5.51772,0.144292,0.282097,0.282097,0.137907,-0.0821619,0.124943,-0.410908,-0.141221,23.5074,23.3797,23.1952,23.3087,23.252,23.2946,23.1669,
6,6.27286,1.37988,3.15334,4.11463,6.27426,1.97468,1.55577,0.00148929,0.0256593,0.000169313,0.0962951,7.94847e-05,0.0356091,0,0.341684,-3.29357,-0.342211,3.78912,0.437619,-11.5135,0.594928,-0.00876635,-19.203,-0.380655,0.963868,-0.0402194,1.76384,-0.00178084,-3.26815e-06,0.000495415,-5.99178e-07,0.49455,0.00126599,0.0755672,0.0224732,-0.000420997,-0.00813461,1.99785,4.46253e-05,0.005,1.77792,0.000460905,0.0118758,-0.0201567,4.4397,-0.00292312,1.62675,0.800501,0.0730526,5.43998,0.158078,5.45439,0.121186,0.274044,0.129158,0.12085,-0.128906,0.132935,-0.386719,-0.128906,23.479,23.3797,23.1952,23.3229,23.2236,23.3087,23.1669,
7,6.27286,1.3799,3.15334,4.11473,6.27426,1.97472,1.55577,0.00153101,0.0225692,0.000158729,0.0974064,8.47837e-05,0.0378136,0,0.343087,-3.40289,-0.345669,3.7078,0.439361,-11.9367,0.600984,-0.008395,-19.2697,-0.382375,0.95023,-0.0402457,1.72172,-0.00161663,-3.83223e-06,0.000610317,-1.28476e-06,0.49455,0.00126599,0.0755672,0.0234408,-0.000421479,-0.00670044,1.99737,4.8559e-05,0.005,1.77741,0.000422601,0.0118211,-0.0216644,4.83486,-0.00941741,1.60832,0.82727,0.107712,5.53747,0.138142,5.40554,0.114423,0.290151,-0.1372,0.1372,-0.129158,0.128969,-0.386803,-0.128906,23.4932,23.3797,23.1952,23.3087,23.2378,23.3229,23.1527,
8,6.27286,1.37992,3.15334,4.11483,6.27426,1.97476,1.55577,0.0014428,0.0162058,0.000158729,0.099666,8.47837e-05,0.0424053,0,0.344671,-3.53399,-0.347591,3.60764,0.448186,-12.4552,0.611907,-0.00797779,-19.3497,-0.384277,0.933053,-0.0402274,1.66954,-0.00109838,-5.09539e-06,0.000719748,-1.94496e-06,0.49455,0.00126599,0.0755672,0.0254259,-0.000360824,-0.00374223,1.99691,5.2897e-05,0.005,1.77612,0.000426938,0.0105304,-0.0266671,5.32248,-0.0115312,1.60723,0.89059,0.107596,5.59686,0.161596,5.3749,0.111368,0.282097,-0.386719,0.12085,-0.128906,0.124943,-0.370605,-0.137022,23.479,23.3655,23.2094,23.3229,23.2236,23.3087,23.1527,
9,6.27286,1.37992,3.15334,4.11483,6.27426,1.97476,1.55577,0.0014428,0.0162058,0.000158729,0.099666,8.47837e-05,0.0424053,0,0.347156,-3.72898,-0.352637,3.4595,0.454826,-13.2331,0.624572,-0.00731828,-19.4668,-0.387209,0.906525,-0.0402457,1.59118,-0.000651381,-5.7216e-06,0.000843704,-3.1751e-06,0.49455,0.00126599,0.0755672,0.0254259,-0.000360824,-0.00374223,1.99641,5.22775e-05,0.005,1.77389,0.000371792,0.00786801,-0.0308634,6.05356,-0.0203521,1.60723,0.89059,0.107596,5.59686,0.161596,5.3749,0.111368,0.282097,-0.386719,0.12085,-0.128906,0.124943,-0.370605,-0.137022,23.479,23.3655,23.2094,23.3229,23.2236,23.3087,23.1527,
