Index,joint_angle_0,joint_angle_1,joint_angle_2,joint_angle_3,joint_angle_4,joint_angle_5,joint_angle_6,joint_velocity_0,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,joint_accel_0,joint_accel_1,joint_accel_2,joint_accel_3,joint_accel_4,joint_accel_5,joint_accel_6,constraint_tau_0,constraint_tau_1,constraint_tau_2,constraint_tau_3,constraint_tau_4,constraint_tau_5,constraint_tau_6,current_pos_x,current_pos_y,current_pos_z,target_pos_x,target_pos_y,target_pos_z,current_vel_x,current_vel_y,current_vel_z,target_vel_x,target_vel_y,target_vel_z,control_signal_linear_x,control_signal_linear_y,control_signal_linear_z,control_signal_angular_x,control_signal_angular_y,control_signal_angular_z,joint_torque_0,joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6,actuar_current_0,actuar_current_1,actuar_current_2,actuar_current_3,actuar_current_4,actuar_current_5,actuar_current_6,actuar_voltage_0,actuar_voltage_1,actuar_voltage_2,actuar_voltage_3,actuar_voltage_4,actuar_voltage_5,actuar_voltage_6
0,0.0239546,1.2863,3.1454,4.44154,0.107357,1.55887,1.56845,0,0,5.29098e-06,0,0,0,0,0.663236,0.0253644,-0.893582,0.0254177,0.413899,-0.088928,0.847333,0.0399258,-17.8336,-0.370392,0.0202476,-0.0111309,2.20059,-0.00349162,0,0,-0,0.513573,-0.000866927,0.0886649,-7.69826e-09,-1.7589e-06,-1.17745e-07,0,0,0,0,0,0,0,0,-0,-0.12267,21.3649,1.40191,-2.47836,0.336161,-2.60195,0.032585,-0.0180152,-1.75642,-0.177246,0.507632,0.189374,0.0725098,-0.140991,23.4648,23.2804,23.1669,23.2946,23.3229,23.2804,23.1385,
1,0.0235661,1.3162,3.14587,4.44135,0.107388,1.55873,1.56845,3.31532e-05,0.415273,0.00972351,-0.00137757,0.00020931,-0.0160492,1.0598e-05,0.629574,0.0200826,-0.830234,0.0124212,0.392966,-0.0765439,0.805769,0.0404011,-17.9305,-0.371836,-0.327862,-0.00275672,2.20167,-0.00407288,0,0,-0,0.513573,-0.000866927,0.0886649,-0.0882942,-0.0011536,-0.212719,0,0,0,2.30948e-07,5.2767e-05,3.53235e-06,1.01537e-05,-2.43267e-07,2.97012e-06,0.452966,16.9739,1.41284,-1.29423,0.281937,-2.21681,0.0159566,0.0402832,-1.02323,0.209473,-0.22573,0.282011,-0.0967636,-0.149102,23.5074,23.3513,23.2378,23.3513,23.3939,23.3655,23.2236,
2,0.0235661,1.3162,3.14587,4.44135,0.107388,1.55873,1.56845,3.31532e-05,0.415273,0.00972351,-0.00137757,0.00020931,-0.0160492,1.0598e-05,0.72522,-22.5077,-1.12405,16.9705,0.506476,-35.4936,-2.77405,0.0651539,-33.9432,-0.79372,7.96545,-0.269185,4.93605,0.0432467,-0.000251343,-0.0302375,-0.000293059,0.513573,-0.000866927,0.0886649,-0.0882942,-0.0011536,-0.212719,0.246187,-0.00763568,0.1,10.0344,-0.194462,9.38158,-0.0232912,-3.88925,-0.0246834,0.452966,16.9739,1.41284,-1.29423,0.281937,-2.21681,0.0159566,0.0402832,-1.02323,0.209473,-0.22573,0.282011,-0.0967636,-0.149102,23.5074,23.3513,23.2378,23.3513,23.3939,23.3655,23.2236,
3,0.0235661,1.31661,3.14588,4.44135,0.107388,1.55872,1.56845,3.31532e-05,0.417148,0.0102637,-0.00172216,0.00020931,-0.0164593,1.05979e-05,0.724594,-22.518,-1.12272,16.9509,0.506251,-35.4843,-2.77404,0.0651247,-33.9516,-0.793857,7.95729,-0.269019,4.93691,0.0432318,-0.000251343,-0.0302375,-0.000293059,0.513573,-0.000866927,0.0886649,-0.0888913,-0.00131943,-0.213723,0.246187,-0.00763568,0.1,10.0344,-0.194462,9.38158,-0.0232912,-3.88925,-0.0246834,0.4515,16.9984,1.47175,-1.39594,0.264462,-2.23193,0.0430029,0.0569691,-1.07962,0.233643,-0.241833,0.286011,-0.108839,-0.149048,23.5357,23.3655,23.252,23.3655,23.3939,23.3513,23.2378,
4,0.0235661,1.31703,3.14589,4.44134,0.107389,1.5587,1.56845,3.27071e-05,0.417571,0.0102637,-0.00250012,0.000217094,-0.0168811,1.0606e-05,0.725369,-22.5942,-1.1549,17.2818,0.49945,-35.844,-2.78356,0.0654394,-34.0067,-0.798446,8.05582,-0.270069,4.95249,0.0435552,-0.000250128,-0.0306701,-0.000290386,0.513573,-0.000866927,0.0886649,-0.0893183,-0.00130865,-0.214023,0.249731,-0.00758434,0.1,10.1587,-0.187947,9.41169,-0.0221602,-3.9378,-0.0241486,0.462337,16.8378,1.48722,-1.43943,0.254095,-2.26618,0.0372547,0.0563965,-1.01517,0.217678,-0.241833,0.290039,-0.117099,-0.165161,23.5357,23.3939,23.2378,23.3655,23.3939,23.3513,23.2236,
5,0.0235665,1.31744,3.1459,4.44134,0.107389,1.55868,1.56844,3.63041e-05,0.420542,0.0100307,-0.00431119,0.000217258,-0.0176851,0,0.724555,-22.6196,-1.16693,17.6316,0.496111,-36.1716,-2.80814,0.0653618,-34.0264,-0.800276,8.14975,-0.272168,4.96317,0.0440481,-0.000248882,-0.031105,-0.000288659,0.513573,-0.000866927,0.0886649,-0.0906151,-0.00120302,-0.215752,0.253297,-0.00753746,0.1,10.2784,-0.186864,9.42068,-0.0220224,-3.98452,-0.0239933,0.525022,17.0152,1.53566,-1.47816,0.229473,-2.29458,0.0369779,0.0483398,-1.08765,0.225586,-0.217678,0.282011,-0.116891,-0.16521,23.5357,23.3797,23.2378,23.3655,23.3939,23.3513,23.2378,
6,0.0235665,1.31744,3.1459,4.44134,0.107389,1.55868,1.56844,3.63041e-05,0.420542,0.0100307,-0.00431119,0.000217258,-0.0176851,0,0.724615,-22.7394,-1.17493,18.0184,0.495043,-36.6213,-2.8496,0.0653775,-34.1116,-0.80326,8.27428,-0.275609,4.98394,0.0447477,-0.000247963,-0.0315449,-0.000285365,0.513573,-0.000866927,0.0886649,-0.0906151,-0.00120302,-0.215752,0.256893,-0.00747085,0.1,10.4252,-0.188035,9.47255,-0.0224975,-4.03967,-0.0237639,0.525022,17.0152,1.53566,-1.47816,0.229473,-2.29458,0.0369779,0.0483398,-1.08765,0.225586,-0.217678,0.282011,-0.116891,-0.16521,23.5357,23.3797,23.2378,23.3655,23.3939,23.3513,23.2378,
7,0.0235665,1.31789,3.14591,4.44133,0.10739,1.55866,1.56844,3.58221e-05,0.421291,0.0102637,-0.00582836,0.000227858,-0.019447,0,0.724039,-22.7512,-1.17373,17.9953,0.494942,-36.6099,-2.84923,0.0653588,-34.1212,-0.803426,8.2653,-0.275412,4.98496,0.0447307,-0.000247963,-0.0315449,-0.000285365,0.513573,-0.000866927,0.0886649,-0.0913597,-0.00126273,-0.216433,0.256893,-0.00747085,0.1,10.4252,-0.188035,9.47255,-0.0224975,-4.03967,-0.0237639,0.483334,16.9479,1.55394,-1.48994,0.230417,-2.31956,0.0331273,0.0563965,-1.19263,0.233643,-0.193527,0.298123,-0.108765,-0.161133,23.5357,23.3797,23.252,23.3797,23.3939,23.3513,23.2378,
8,0.0235665,1.3183,3.14592,4.44132,0.10739,1.55864,1.56844,3.58221e-05,0.420542,0.0110628,-0.00715396,0.000227854,-0.0202573,-1.0598e-05,0.72373,-22.8037,-1.19371,18.388,0.489845,-36.9994,-2.8736,0.0654003,-34.1594,-0.806485,8.37681,-0.277597,4.99949,0.0452372,-0.000247416,-0.0320182,-0.000283653,0.513573,-0.000866927,0.0886649,-0.0917167,-0.00152063,-0.216249,0.26078,-0.00743155,0.1,10.5642,-0.185065,9.49298,-0.021809,-4.09505,-0.0234878,0.447882,17.0916,1.56478,-1.48877,0.21237,-2.34518,0.0370352,0.0569691,-1.51518,0.217529,-0.169381,0.298096,-0.0927389,-0.161183,23.5357,23.3797,23.2662,23.3797,23.3797,23.3655,23.2378,
9,0.0235665,1.3183,3.14592,4.44132,0.10739,1.55864,1.56844,3.58221e-05,0.420542,0.0110628,-0.00715396,0.000227854,-0.0202573,-1.0598e-05,0.725002,-22.7822,-1.23637,18.7808,0.480117,-37.3259,-2.87036,0.0657301,-34.1442,-0.810345,8.48022,-0.278007,5.00603,0.0454606,-0.000246314,-0.0324602,-0.000280747,0.513573,-0.000866927,0.0886649,-0.0917167,-0.00152063,-0.216249,0.264397,-0.0073712,0.1,10.6834,-0.175517,9.48748,-0.0200672,-4.14206,-0.0227921,0.447882,17.0916,1.56478,-1.48877,0.21237,-2.34518,0.0370352,0.0569691,-1.51518,0.217529,-0.169381,0.298096,-0.0927389,-0.161183,23.5357,23.3797,23.2662,23.3797,23.3797,23.3655,23.2378,
