Index,X,Y,Z,Target_X,Target_Y,Target_Z
313,-0.223513,-0.0248208,0.59958,-0.21436,-0.0248534,0.59964
314,-0.22343,-0.024821,0.59958,-0.21436,-0.0248534,0.59964
315,-0.223349,-0.0248212,0.59958,-0.21436,-0.0248534,0.59964
316,-0.223271,-0.0248213,0.59958,-0.21436,-0.0248534,0.59964
317,-0.223194,-0.0248215,0.599581,-0.21436,-0.0248534,0.59964
318,-0.22312,-0.0248216,0.599581,-0.21436,-0.0248534,0.59964
319,-0.223047,-0.0248218,0.599581,-0.21436,-0.0248534,0.59964
320,-0.222977,-0.0248219,0.599582,-0.21436,-0.0248534,0.59964
321,-0.222909,-0.0248221,0.599582,-0.21436,-0.0248534,0.59964
322,-0.222841,-0.0248222,0.599582,-0.21436,-0.0248534,0.59964
323,-0.222774,-0.0248224,0.599583,-0.21436,-0.0248534,0.59964
324,-0.222708,-0.0248225,0.599583,-0.21436,-0.0248534,0.59964
325,-0.222642,-0.0248227,0.599583,-0.21436,-0.0248534,0.59964
326,-0.222578,-0.0248228,0.599583,-0.21436,-0.0248534,0.59964
327,-0.222515,-0.024823,0.599584,-0.21436,-0.0248534,0.59964
328,-0.222453,-0.0248231,0.599584,-0.21436,-0.0248534,0.59964
329,-0.222391,-0.0248233,0.599584,-0.21436,-0.0248534,0.59964
330,-0.222331,-0.0248234,0.599585,-0.21436,-0.0248534,0.59964
331,-0.222272,-0.0248236,0.599585,-0.21436,-0.0248534,0.59964
332,-0.222212,-0.0248237,0.599585,-0.21436,-0.0248534,0.59964
333,-0.222153,-0.0248239,0.599586,-0.21436,-0.0248534,0.59964
334,-0.222095,-0.024824,0.599586,-0.21436,-0.0248534,0.59964
335,-0.222037,-0.0248241,0.599586,-0.21436,-0.0248534,0.59964
336,-0.221979,-0.0248243,0.599586,-0.21436,-0.0248534,0.59964
337,-0.221922,-0.0248244,0.599587,-0.21436,-0.0248534,0.59964
338,-0.221865,-0.0248246,0.599587,-0.21436,-0.0248534,0.59964
