Index,current_pos_x,current_pos_y,current_pos_z,target_pos_x,target_pos_z,target_pos_z,current_vel_x,current_vel_y,current_vel_z,target_vel_x,target_vel_z,target_vel_z,control_signal_linear_x,control_signal_linear_y,control_signal_linear_z,control_signal_angular_x,control_signal_angular_y,control_signal_angular_z
101,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-9.66635,-0.00303875,-0.00091737,-0.0802067,-0.0390571,0.00871197,-0.02,-1.0511,0.286284,1.79406,0.0398405,-3.54588,0.0216094
102,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-9.76635,-0.00258069,-0.00102409,-0.0783066,-0.0390571,0.00871197,-0.02,-1.0511,0.286284,1.79406,0.0398405,-3.54588,0.0216094
103,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-9.86635,-0.00338476,-0.00101083,-0.0768348,-0.0390571,0.00871197,-0.02,-1.0511,0.286284,1.79406,0.0398405,-3.54588,0.0216094
104,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-9.96635,-0.00429094,-0.00102502,-0.0764925,-0.0390571,0.00871197,-0.02,-1.0511,0.286284,1.79406,0.0398405,-3.54588,0.0216094
105,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-10.0663,-0.00428416,-0.000967791,-0.0762545,-0.0390571,0.00871197,-0.02,-1.0511,0.286284,1.79406,0.0398405,-3.54588,0.0216094
106,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-10.1663,-0.00362574,-0.000958059,-0.0768522,-0.0390571,0.00871197,-0.02,-1.0511,0.286284,1.79406,0.0398405,-3.54588,0.0216094
107,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-10.2663,-0.00367187,-0.000908342,-0.0770198,-0.0390571,0.00871197,-0.02,-1.0511,0.286284,1.79406,0.0398405,-3.54588,0.0216094
108,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-10.3663,-0.00483976,-0.000855932,-0.0785756,-0.0390571,0.00871197,-0.02,-1.0511,0.286284,1.79406,0.0398405,-3.54588,0.0216094
109,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-10.4663,-0.00540802,-0.000863007,-0.0792683,-0.0390571,0.00871197,-0.02,-1.0511,0.286284,1.79406,0.0398405,-3.54588,0.0216094
110,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-10.5663,-0.0055812,-0.000841514,-0.0787746,-0.0390571,0.00871197,-0.02,-1.00947,0.287249,1.77805,0.0396246,-3.54542,0.0219539
111,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-10.6663,-0.00588134,-0.000885054,-0.0791214,-0.0390571,0.00871197,-0.02,-1.00947,0.287249,1.77805,0.0396246,-3.54542,0.0219539
112,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-10.7663,-0.00620749,-0.00102058,-0.0798338,-0.0390571,0.00871197,-0.02,-1.00947,0.287249,1.77805,0.0396246,-3.54542,0.0219539
113,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-10.8663,-0.00765537,-0.00117896,-0.0794164,-0.0390571,0.00871197,-0.02,-1.00947,0.287249,1.77805,0.0396246,-3.54542,0.0219539
114,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-10.9663,-0.00798744,-0.00130807,-0.0787293,-0.0390571,0.00871197,-0.02,-1.00947,0.287249,1.77805,0.0396246,-3.54542,0.0219539
115,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-11.0663,-0.00811459,-0.00133768,-0.0771284,-0.0390571,0.00871197,-0.02,-1.00947,0.287249,1.77805,0.0396246,-3.54542,0.0219539
116,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-11.1663,-0.00879815,-0.00134838,-0.0759902,-0.0390571,0.00871197,-0.02,-1.00947,0.287249,1.77805,0.0396246,-3.54542,0.0219539
117,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-11.2663,-0.00904386,-0.001314,-0.0752517,-0.0390571,0.00871197,-0.02,-1.00947,0.287249,1.77805,0.0396246,-3.54542,0.0219539
118,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-11.3663,-0.00934138,-0.00125736,-0.0751612,-0.0390571,0.00871197,-0.02,-1.00947,0.287249,1.77805,0.0396246,-3.54542,0.0219539
119,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-11.4663,-0.00917505,-0.00119666,-0.0736938,-0.0390571,0.00871197,-0.02,-1.00947,0.287249,1.77805,0.0396246,-3.54542,0.0219539
120,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-11.5663,-0.00872666,-0.00127781,-0.0720083,-0.0390571,0.00871197,-0.02,-0.89646,0.297259,1.61081,0.0370626,-3.52656,0.0262808
121,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-11.6663,-0.00914371,-0.00123988,-0.070212,-0.0390571,0.00871197,-0.02,-0.89646,0.297259,1.61081,0.0370626,-3.52656,0.0262808
122,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-11.7663,-0.0101165,-0.00127187,-0.0681242,-0.0390571,0.00871197,-0.02,-0.89646,0.297259,1.61081,0.0370626,-3.52656,0.0262808
123,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-11.8663,-0.0107429,-0.00114271,-0.0680721,-0.0390571,0.00871197,-0.02,-0.89646,0.297259,1.61081,0.0370626,-3.52656,0.0262808
124,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-11.9663,-0.0107449,-0.00114321,-0.0677396,-0.0390571,0.00871197,-0.02,-0.89646,0.297259,1.61081,0.0370626,-3.52656,0.0262808
125,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-12.0663,-0.0111238,-0.00103251,-0.0676946,-0.0390571,0.00871197,-0.02,-0.89646,0.297259,1.61081,0.0370626,-3.52656,0.0262808
126,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-12.1663,-0.0116546,-0.000989575,-0.0688949,-0.0390571,0.00871197,-0.02,-0.89646,0.297259,1.61081,0.0370626,-3.52656,0.0262808
127,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-12.2663,-0.0110057,-0.000880046,-0.0685024,-0.0390571,0.00871197,-0.02,-0.89646,0.297259,1.61081,0.0370626,-3.52656,0.0262808
128,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-12.3663,-0.0109394,-0.000958928,-0.0675512,-0.0390571,0.00871197,-0.02,-0.89646,0.297259,1.61081,0.0370626,-3.52656,0.0262808
129,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-12.4663,-0.0106683,-0.00100384,-0.0665273,-0.0390571,0.00871197,-0.02,-0.89646,0.297259,1.61081,0.0370626,-3.52656,0.0262808
130,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-12.5663,-0.0106021,-0.00108056,-0.0664391,-0.0390571,0.00871197,-0.02,-0.851664,0.291474,1.39582,0.0393997,-3.49738,0.0227361
131,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-12.6663,-0.0103745,-0.00109978,-0.0653423,-0.0390571,0.00871197,-0.02,-0.851664,0.291474,1.39582,0.0393997,-3.49738,0.0227361
132,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-12.7663,-0.00968769,-0.00115782,-0.063511,-0.0390571,0.00871197,-0.02,-0.851664,0.291474,1.39582,0.0393997,-3.49738,0.0227361
133,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-12.8663,-0.0089325,-0.00120611,-0.063196,-0.0390571,0.00871197,-0.02,-0.851664,0.291474,1.39582,0.0393997,-3.49738,0.0227361
134,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-12.9663,-0.00943776,-0.00134525,-0.0640722,-0.0390571,0.00871197,-0.02,-0.851664,0.291474,1.39582,0.0393997,-3.49738,0.0227361
135,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-13.0663,-0.0100377,-0.00146679,-0.0637472,-0.0390571,0.00871197,-0.02,-0.851664,0.291474,1.39582,0.0393997,-3.49738,0.0227361
136,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-13.1663,-0.0108529,-0.00158222,-0.0648685,-0.0390571,0.00871197,-0.02,-0.851664,0.291474,1.39582,0.0393997,-3.49738,0.0227361
137,0.000543901,-0.0534208,0.000459193,0.395133,0.00134794,-13.2663,-0.0106376,-0.00161284,-0.0646737,-0.0390571,0.00871197,-0.02,-0.851664,0.291474,1.39582,0.0393997,-3.49738,0.0227361
